,country,year,status,lifeexpectancy,adultmortality,infantdeaths,alcohol,percentageexpenditure,hepatitisb,measles,bmi,under-fivedeaths,polio,totalexpenditure,diphtheria,hiv/aids,gdp,population,thinness1-19years,thinness5-9years,incomecompositionofresources,schooling,fdi,birth_per_woman,water,math4,gini,out_of_pocket_share,aid_perperson,poverty,electricity,cellphone
959,gabon,2002,Developing,59.7,315.0,2,8.34,22.69039905,,110,29.2,3,44.0,3.22,45.0,10.7,412.55271,129449.0,7.7,7.5,0.636,12.3,0.0218573446435297,4.39,80.7,,,63.7,55.623045343809096,,438.0,279289.0
960,gabon,2001,Developing,59.8,37.0,2,9.29,183.69807780000002,,5129,28.7,3,44.0,3.23,45.0,10.1,3976.1488700000004,1262259.0,7.8,7.7,0.633,12.3,-2.00474145042247,4.46,80.1,,,58.0,6.8680284095687805,,426.0,150000.0
961,gabon,2000,Developing,61.0,296.0,2,8.87,218.17274730000003,,15,28.1,3,44.0,2.89,45.0,9.5,4116.46693,1231122.0,8.0,7.8,0.637,12.2,5.48675259436268,4.54,79.5,,,58.0,9.647009330709,,416.0,120000.0
962,gambia,2015,Developing,61.1,262.0,3,,0.0,97.0,71,27.3,5,96.0,,97.0,1.7,,,7.3,7.2,0.45,8.9,,5.49,77.7,,,,,,,
963,gambia,2014,Developing,68.0,266.0,3,0.01,0.0,96.0,1,26.7,5,97.0,7.34,96.0,1.7,,,7.5,7.3,0.449,8.9,,5.54,77.4,,,,,,,
964,gambia,2013,Developing,66.0,266.0,3,0.01,0.0,97.0,0,26.0,5,96.0,6.49,97.0,1.6,,,7.6,7.5,0.445,8.9,,5.6,77.2,,,,,,,
965,gambia,2012,Developing,62.0,269.0,3,0.01,0.0,98.0,0,25.4,5,98.0,6.12,98.0,1.4,,,7.8,7.7,0.44,8.8,,5.64,77.0,,,,,,,
966,gambia,2011,Developing,59.8,277.0,3,3.41,0.0,96.0,0,24.8,5,95.0,6.24,96.0,1.8,,,8.0,7.9,0.441,8.7,,5.68,76.8,,,,,,,
967,gambia,2010,Developing,59.3,284.0,3,3.48,0.0,97.0,2,24.1,6,97.0,5.75,97.0,2.1,,,8.2,8.1,0.439,8.8,,5.71,76.6,,,23.8,,,,
968,gambia,2009,Developing,59.0,286.0,3,2.99,0.0,97.0,0,23.5,6,97.0,5.85,98.0,2.7,,,8.4,8.3,0.434,8.9,,5.74,76.4,,,22.5,,,,
969,gambia,2008,Developing,58.7,287.0,3,2.79,0.0,98.0,0,22.8,6,96.0,5.95,96.0,3.0,,,8.6,8.5,0.426,8.6,,5.76,76.2,,,25.1,,,,
970,gambia,2007,Developing,58.5,288.0,3,2.64,0.0,97.0,0,22.2,6,94.0,5.76,95.0,3.1,,,8.8,8.7,0.42,8.4,,5.79,76.0,,,25.0,,,,
971,gambia,2006,Developing,58.2,288.0,3,2.93,0.0,95.0,0,21.5,6,94.0,5.52,95.0,3.0,,,9.0,8.9,0.415,8.1,,5.81,75.9,,,20.8,,,,
972,gambia,2005,Developing,57.7,294.0,3,2.26,0.0,95.0,0,2.9,6,94.0,4.97,95.0,3.0,,,9.2,9.1,0.41200000000000003,7.8,,5.84,75.7,,,21.7,,,,
973,gambia,2004,Developing,57.3,296.0,3,2.51,0.0,95.0,0,2.3,6,88.0,4.35,87.0,2.9,,,9.4,9.3,0.40399999999999997,7.6,,5.86,75.6,,,20.4,,,,
974,gambia,2003,Developing,57.0,297.0,3,2.47,0.0,94.0,119,19.7,6,87.0,4.22,87.0,2.7,,,9.6,9.6,0.395,7.3,,5.88,75.4,,,25.4,,0.45399999999999996,,
975,gambia,2002,Developing,56.6,298.0,3,2.08,0.0,92.0,32,19.1,6,86.0,3.75,87.0,2.5,,,9.8,9.8,0.392,7.0,,5.91,75.3,,,33.6,,,,
976,gambia,2001,Developing,56.3,3.0,3,2.25,0.0,91.0,99,18.5,6,85.0,3.71,87.0,2.3,,,1.0,1.0,0.384,6.8,,5.93,75.1,,,33.6,,,,
977,gambia,2000,Developing,55.9,33.0,3,2.18,0.0,91.0,336,18.0,6,84.0,3.61,8.0,2.0,,,1.2,1.2,0.377,6.5,,5.95,75.0,,,35.6,,,,
978,georgia,2015,Developing,74.4,129.0,1,,0.0,94.0,431,56.2,1,91.0,,94.0,0.1,3764.6491200000005,37171.0,2.7,2.8,0.768,13.9,11.6041937228191,2.0,97.9,,36.5,,120.509189836077,,,5550730.0
979,georgia,2014,Developing,74.5,125.0,1,6.13,221.482875,91.0,3188,55.3,1,91.0,7.42,91.0,0.1,4429.6575,3727.0,2.7,2.8,0.759,13.5,10.420790724631198,2.0,97.6,,37.6,,151.572266428428,,,5400766.0
980,georgia,2013,Developing,74.5,128.0,1,5.91,180.3787034,96.0,7872,54.4,1,94.0,7.25,93.0,0.1,4274.376857,3776.0,2.7,2.8,0.755,13.5,6.088383714239531,2.0,96.5,,38.6,,173.848228932383,,,4993119.0
981,georgia,2012,Developing,74.2,13.0,1,7.71,158.2576025,92.0,31,53.6,1,93.0,8.57,92.0,0.1,4142.869175,3825.0,2.6,2.8,0.7490000000000001,13.4,5.87198283027116,1.98,96.3,,39.0,,176.779907940415,0.635,,4698582.0
982,georgia,2011,Developing,73.9,127.0,1,8.14,198.94876000000002,89.0,64,52.8,1,88.0,9.38,94.0,0.1,3725.63221,3875.0,2.6,2.8,0.742,13.3,7.745107294452819,1.95,96.0,,39.6,,145.10010873552798,0.72,,4430344.0
983,georgia,2010,Developing,73.8,132.0,1,7.24,194.1732658,95.0,22,52.0,1,88.0,1.5,92.0,0.1,2964.47734,3926.0,2.6,2.8,0.738,13.3,7.5216677650982495,1.92,95.7,,39.5,68.3,155.507635379021,0.8029999999999999,,3978242.0
984,georgia,2009,Developing,73.2,133.0,1,6.66,18.5314303,54.0,23,51.3,1,93.0,1.19,88.0,0.1,276.58851200000004,3978.0,2.6,2.8,0.7340000000000001,12.8,6.137372839116731,1.87,95.5,,38.2,66.5,208.175873527323,0.617,,2837000.0
985,georgia,2008,Developing,73.9,128.0,1,7.17,151.762567,89.0,56,5.5,1,9.0,8.99,92.0,0.1,3174.9491,43.0,2.6,2.8,0.735,13.1,12.5222577594644,1.82,95.2,,38.5,64.2,212.581740163781,0.616,618.0,2755087.0
986,georgia,2007,Developing,74.4,12.0,1,8.65,106.164686,94.0,44,49.9,1,88.0,8.17,98.0,0.1,2492.12878,482.0,2.7,2.9,0.722,12.5,18.5993892603923,1.77,94.9,438.0,38.1,70.8,98.94154401860779,0.647,602.0,2599714.0
987,georgia,2006,Developing,73.9,126.0,1,6.18,110.11382859999999,84.0,334,49.2,1,89.0,8.39,88.0,0.1,1872.6841600000002,4136.0,2.7,2.9,0.7140000000000001,12.6,15.123755846045999,1.71,94.6,,36.9,72.2,92.0510465794441,0.61,583.0,1703888.0
988,georgia,2005,Developing,73.9,128.0,1,4.7,9.444875415,79.0,1356,48.6,1,82.0,8.6,82.0,0.1,153.57521,419.0,2.8,2.9,0.703,12.2,7.06784834416032,1.66,94.3,,37.4,76.8,75.16779667894629,0.648,633.0,1174308.0
989,georgia,2004,Developing,72.3,134.0,1,3.74,7.132564768,64.0,6847,48.1,1,66.0,8.53,78.0,0.1,127.367228,4245.0,2.8,3.0,0.6940000000000001,12.0,9.61361623129554,1.63,94.0,,36.2,77.4,80.0058032803572,0.652,601.0,840645.0
990,georgia,2003,Developing,72.7,132.0,1,3.36,70.54185252,48.0,216,47.5,2,74.0,8.49,75.0,0.1,928.1822699999999,431.0,2.9,3.0,0.684,11.8,8.39055718644147,1.6,93.8,,36.7,77.1,57.8657071648878,0.6759999999999999,569.0,711224.0
991,georgia,2002,Developing,71.7,142.0,2,2.72,60.55818291,51.0,199,47.0,2,89.0,8.72,84.0,0.1,779.3845934999999,4357.0,2.9,3.0,0.677,11.8,4.7235426337449296,1.59,93.5,,37.2,71.2,79.7332676188736,0.618,527.0,503619.0
992,georgia,2001,Developing,73.0,121.0,2,2.76,57.10318825,61.0,35,46.5,2,83.0,7.82,87.0,0.1,733.974142,43864.0,3.0,3.1,0.6729999999999999,11.7,3.41270453057791,1.59,93.2,,39.6,72.3,73.2692265723223,0.764,543.0,301327.0
993,georgia,2000,Developing,71.8,129.0,2,3.28,47.81704183,55.0,50,46.0,2,81.0,6.94,8.0,0.1,691.997711,44183.0,3.1,3.1,0.0,11.4,4.29984434616356,1.61,93.0,,40.5,82.5,42.1742634583588,0.784,558.0,194741.0
994,germany,2015,Developed,81.0,68.0,2,,0.0,88.0,2464,62.3,3,94.0,,95.0,0.1,41176.88158,81686611.0,1.1,1.1,0.924,17.1,1.8592531861458101,1.45,100.0,,31.7,,,,,96360000.0
995,germany,2014,Developed,89.0,69.0,2,11.03,941.7562909,88.0,443,61.9,3,94.0,11.3,95.0,0.1,4792.65288,89825.0,1.1,1.1,0.92,17.0,0.509254907314544,1.44,100.0,,,,,,,99530000.0
996,germany,2013,Developed,86.0,71.0,2,10.94,895.8779502999998,88.0,1771,61.4,3,94.0,11.16,95.0,0.1,4653.91143,864565.0,1.1,1.1,0.919,16.9,1.80564570696419,1.43,100.0,,31.1,,,,,100034000.0
997,germany,2012,Developed,86.0,71.0,2,11.18,839.9133199999999,88.0,166,6.9,3,94.0,1.99,95.0,0.1,4465.24891,8425823.0,1.1,1.1,0.9159999999999999,16.9,1.85530728263463,1.42,100.0,,,,,,,92400000.0
998,germany,2011,Developed,85.0,74.0,2,11.2,869.7907349999999,88.0,1607,6.4,3,94.0,1.93,95.0,0.1,4681.3279600000005,8274983.0,1.1,1.1,0.912,16.8,2.60482800628751,1.41,100.0,,30.5,,,,,90900000.0
999,germany,2010,Developed,81.0,76.0,2,11.2,7584.078579000001,88.0,780,59.9,3,94.0,11.25,95.0,0.1,41785.55691,8177693.0,1.1,1.1,0.907,16.7,2.53323122929551,1.39,100.0,,30.2,13.0,,0.278,,88400000.0
1000,germany,2009,Developed,80.0,79.0,2,11.22,7641.2706450000005,88.0,574,59.5,3,95.0,11.4,96.0,0.1,41732.7725,819237.0,1.1,1.1,0.9059999999999999,16.7,1.6687876302379798,1.38,100.0,,30.5,13.1,,,,105000000.0
1001,germany,2008,Developed,79.9,8.0,2,11.36,8285.264654999999,87.0,917,59.0,3,95.0,1.39,96.0,0.1,45699.198319999996,821197.0,1.1,1.1,0.903,16.6,0.829879478203399,1.37,100.0,,31.1,13.3,,,1690.0,105523065.0
1002,germany,2007,Developed,79.8,82.0,3,11.5,7777.556353,86.0,567,58.5,3,95.0,1.18,96.0,0.1,41814.8191,82266372.0,1.1,1.1,0.898,16.6,1.48622562106473,1.36,100.0,525.0,31.3,13.6,,0.0,1700.0,96232925.0
1003,germany,2006,Developed,79.6,84.0,3,11.76,6407.535954,87.0,2307,58.0,3,94.0,1.34,96.0,0.1,36447.87232,82376451.0,1.1,1.1,0.892,16.5,2.92240676746508,1.36,100.0,,31.3,13.7,,,1720.0,85652000.0
1004,germany,2005,Developed,79.2,85.0,3,11.67,6012.92584,9.0,778,57.6,3,95.0,1.52,96.0,0.1,34696.6292,82469422.0,1.1,1.1,0.884,16.4,2.1025770249554,1.35,100.0,,32.1,13.4,,,1710.0,79271000.0
1005,germany,2004,Developed,79.1,86.0,3,11.83,5842.374765,88.0,121,57.1,3,96.0,1.37,96.0,0.1,34165.9343,8251626.0,1.1,1.1,0.877,16.4,-0.726488212759352,1.35,100.0,,30.4,13.4,,0.0,1700.0,71322000.0
1006,germany,2003,Developed,78.5,9.0,3,11.92,582.6157028,9.0,779,56.6,4,96.0,1.62,97.0,0.1,3359.95215,82534176.0,1.1,1.1,0.872,16.3,2.62011797882026,1.35,100.0,,30.0,12.1,,,1690.0,64800000.0
1007,germany,2002,Developed,78.4,91.0,3,12.25,437.1059663,87.0,4657,56.1,4,97.0,1.4,93.0,0.1,2525.16445,82488495.0,1.2,1.1,0.867,16.3,2.4783726613095802,1.35,100.0,,29.9,11.7,,,1660.0,59128000.0
1008,germany,2001,Developed,78.3,92.0,3,12.46,4057.6373829999998,86.0,6024,55.6,4,96.0,1.15,93.0,0.1,23687.316890000002,82349925.0,1.2,1.1,0.86,16.2,2.92928996093834,1.35,100.0,,30.3,11.6,,,1630.0,56126000.0
1009,germany,2000,Developed,78.0,95.0,3,12.91,4238.540035,84.0,0,55.1,4,94.0,1.1,9.0,0.1,23718.7467,8221158.0,1.2,1.2,0.855,16.2,12.7631930755001,1.35,100.0,,28.8,11.4,,0.0,1590.0,48202000.0
1010,ghana,2015,Developing,62.4,249.0,37,,0.0,88.0,23,28.6,52,88.0,,88.0,0.7,1361.11395,27582821.0,6.2,6.1,0.575,11.4,6.490850220848019,4.04,79.4,,,,63.573806881336495,,,35008387.0
1011,ghana,2014,Developing,62.1,253.0,37,0.01,97.67794571,98.0,124,28.0,54,93.0,3.56,98.0,0.8,1432.2279429999999,26962563.0,6.4,6.3,0.5760000000000001,11.7,6.274848410433071,4.1,78.4,,,,41.2544274461158,,,30360771.0
1012,ghana,2013,Developing,61.9,254.0,38,0.01,28.66897829,9.0,319,27.3,55,91.0,4.63,9.0,0.9,1814.4922969999998,26346251.0,6.6,6.4,0.57,11.5,5.09978181190533,4.15,77.4,,,,49.916863882388,,,28026482.0
1013,ghana,2012,Developing,61.6,257.0,39,0.01,151.899429,92.0,1613,26.7,56,91.0,4.79,92.0,0.9,1629.8222,2573349.0,6.7,6.6,0.563,11.2,7.85536788201703,4.19,76.4,,42.4,,69.21291592796,,,25618427.0
1014,ghana,2011,Developing,61.2,263.0,40,1.64,225.2219474,91.0,120,26.1,58,91.0,4.81,91.0,1.3,1574.978653,25121796.0,6.9,6.8,0.5539999999999999,10.9,8.20796642877446,4.23,75.4,,,,71.0528832697864,,,21165843.0
1015,ghana,2010,Developing,69.0,267.0,40,1.69,195.9824626,94.0,641,25.5,59,94.0,5.33,94.0,1.9,1312.6755699999999,2451214.0,7.1,7.0,0.547,10.5,7.855067084570281,4.27,74.4,,,26.9,68.4925773355567,,,17436949.0
1016,ghana,2009,Developing,66.0,271.0,41,1.76,30.72290501,94.0,101,24.9,60,94.0,5.17,94.0,2.1,186.76538,2393831.0,7.3,7.2,0.542,10.4,9.132935172346858,4.31,73.4,,,28.8,65.5613746801299,,,15108916.0
1017,ghana,2008,Developing,63.0,275.0,41,1.78,161.01064350000001,93.0,82,24.2,61,92.0,4.85,93.0,2.2,1224.41554,2329864.0,7.5,7.4,0.53,9.8,9.51704250807144,4.35,72.4,,,28.4,55.68578292977939,,97.3,11570430.0
1018,ghana,2007,Developing,59.9,28.0,41,1.25,3.181373629,94.0,6,23.6,61,94.0,5.3,94.0,2.6,19.686718,227212.0,7.7,7.6,0.519,9.1,5.58660689655305,4.39,71.3,,,25.3,50.6411243061323,,91.6,7604053.0
1019,ghana,2006,Developing,59.4,288.0,41,1.7,129.02633640000002,84.0,420,23.0,62,84.0,4.64,84.0,2.9,922.9351677000001,22113425.0,7.9,7.9,0.51,8.7,3.1162191552914,4.44,70.3,,,28.2,55.241385304249896,6.28,94.0,5207242.0
1020,ghana,2005,Developing,58.9,296.0,41,1.5,78.71123825,84.0,435,22.4,62,85.0,4.51,84.0,3.1,498.17239400000005,215429.0,8.1,8.1,0.499,8.1,1.35086603235836,4.49,69.3,,42.8,21.4,52.8379065147363,,90.5,2874560.0
1021,ghana,2004,Developing,58.3,34.0,41,1.46,53.23775977,8.0,60,21.8,62,81.0,3.96,8.0,3.2,423.19363889999994,2986536.0,8.4,8.3,0.491,7.7,1.56811418648954,4.55,68.3,,,24.4,66.7068664652013,,93.7,1695000.0
1022,ghana,2003,Developing,57.9,38.0,41,1.53,31.09435342,8.0,1939,21.2,63,8.0,3.12,8.0,3.4,373.2815537,2446782.0,8.6,8.5,0.489,7.9,1.7917153528614198,4.61,67.3,,,31.2,47.47112212828079,,89.7,795529.0
1023,ghana,2002,Developing,57.6,31.0,42,1.6,3.336437969,8.0,12289,2.7,63,8.0,3.7,78.0,3.5,39.484473,19924522.0,8.8,8.8,0.484,7.6,0.955673775121772,4.68,66.3,,,32.3,34.0490478331504,,88.7,386775.0
1024,ghana,2001,Developing,57.4,39.0,42,1.49,25.55981288,,13476,2.1,64,81.0,3.56,79.0,3.5,273.6596668,1942165.0,9.0,9.0,0.485,8.0,1.68055528267145,4.75,65.4,,,27.6,32.639182345855495,,85.3,243797.0
1025,ghana,2000,Developing,57.2,38.0,43,1.6,20.65432873,,23068,19.5,65,88.0,3.0,88.0,3.6,263.1124679,18938762.0,9.2,9.2,0.48,7.7,3.3293033790627002,4.83,64.5,,,33.0,31.1558955787658,,81.9,130045.0
1026,greece,2015,Developing,81.0,72.0,0,,0.0,96.0,1,66.5,0,99.0,,99.0,0.1,187.78991000000002,182883.0,0.8,0.7,0.865,17.2,0.6454701499255889,1.31,100.0,,36.0,,,,,12566649.0
1027,greece,2014,Developing,88.0,73.0,0,7.53,2163.043414,96.0,1,66.0,0,99.0,8.8,99.0,0.1,21673.7817,1892413.0,0.8,0.7,0.862,17.2,1.1379757979857499,1.33,100.0,,35.8,,,,,12144598.0
1028,greece,2013,Developing,86.0,74.0,0,7.46,2183.106986,98.0,3,65.4,0,99.0,9.26,99.0,0.1,21874.8195,1965211.0,0.8,0.7,0.86,17.1,1.22790258735839,1.35,100.0,,36.1,,,,,12518645.0
1029,greece,2012,Developing,84.0,76.0,0,8.2,2528.992935,98.0,3,64.9,0,99.0,9.24,99.0,0.1,22242.681930000002,114511.0,0.8,0.7,0.858,16.8,0.6765522121857901,1.37,100.0,,36.3,,,,,13360280.0
1030,greece,2011,Developing,85.0,76.0,0,8.02,3192.887363,95.0,40,64.3,0,99.0,9.77,99.0,0.1,25916.293530000003,1114899.0,0.8,0.7,0.86,16.7,0.379499531958508,1.39,100.0,,34.8,,,,,12127985.0
1031,greece,2010,Developing,83.0,76.0,0,9.0,3189.7544390000003,95.0,149,63.7,0,99.0,9.18,99.0,0.1,26917.758980000002,11121341.0,0.8,0.7,0.8590000000000001,16.4,0.178021169793251,1.41,99.9,,34.1,38.4,,0.153,,12292716.0
1032,greece,2009,Developing,80.0,78.0,0,9.08,372.6854142,95.0,2,63.1,0,99.0,9.76,99.0,0.1,2971.973,111717.0,0.8,0.7,0.857,16.2,0.838271127800898,1.43,99.9,,33.6,36.2,,,,13295093.0
1033,greece,2008,Developing,79.9,77.0,0,9.51,3682.8871700000004,95.0,1,62.4,0,99.0,9.76,99.0,0.1,31997.2821,1177841.0,0.8,0.7,0.853,15.9,1.61751241097004,1.44,99.9,,33.6,37.9,,,1690.0,13799340.0
1034,greece,2007,Developing,79.4,8.0,0,9.67,3632.243121,95.0,2,61.8,0,99.0,9.41,99.0,0.1,28827.326360000003,1148473.0,0.8,0.7,0.855,16.4,0.6144857524781021,1.44,99.8,,34.0,37.5,,0.115,1680.0,12294912.0
1035,greece,2006,Developing,79.7,77.0,0,9.42,318.5806628,94.0,0,61.2,1,98.0,9.34,98.0,0.1,2481.15781,112362.0,0.8,0.7,0.85,16.3,1.9798946898586203,1.42,99.8,,35.1,36.0,,,1650.0,10979826.0
1036,greece,2005,Developing,79.3,81.0,0,9.95,2785.139364,93.0,122,6.5,1,96.0,9.36,96.0,0.1,22551.73574,1987314.0,0.8,0.7,0.8390000000000001,15.6,0.27785774305171096,1.4,99.8,,34.6,37.9,,,1580.0,10260396.0
1037,greece,2004,Developing,79.2,81.0,0,9.56,287.6124519,92.0,1,59.9,1,95.0,8.3,95.0,0.1,21955.148999999998,1955141.0,0.8,0.8,0.83,15.3,0.893030378242786,1.38,99.7,,33.6,38.7,,0.11199999999999999,1580.0,9324335.0
1038,greece,2003,Developing,79.1,81.0,0,9.46,2124.921517,92.0,0,59.2,1,93.0,8.61,94.0,0.1,18477.57841,19287.0,0.8,0.8,0.823,15.2,0.6973340532169541,1.36,99.7,,32.8,38.0,,,1550.0,8936202.0
1039,greece,2002,Developing,79.0,81.0,1,8.09,160.8897265,91.0,5,58.6,1,92.0,8.72,92.0,0.1,1411.31339,19222.0,0.8,0.8,0.8109999999999999,14.6,0.0222195515271336,1.34,99.7,,,39.7,,,1490.0,9314260.0
1040,greece,2001,Developing,78.7,83.0,1,8.62,1403.022211,9.0,12,58.0,1,9.0,8.47,91.0,0.1,12538.178829999999,1862132.0,0.9,0.8,0.8009999999999999,14.2,0.00146945199621535,1.33,99.6,,,37.0,,,1380.0,7963742.0
1041,greece,2000,Developing,78.2,84.0,1,8.48,122.1823517,89.0,56,57.4,1,89.0,7.6,89.0,0.1,1242.9537300000002,18588.0,0.9,0.8,0.794,13.9,-0.00629772311721894,1.32,99.6,,34.2,37.8,,0.0742,1350.0,5932403.0
1042,grenada,2015,Developing,73.6,142.0,0,,0.0,92.0,0,48.4,0,99.0,,92.0,0.1,9212.192824,,3.8,3.8,0.7509999999999999,15.8,15.378601952936899,2.13,95.6,,,,219.892520748088,,,119767.0
1043,grenada,2014,Developing,73.5,143.0,0,8.42,789.2764615,97.0,0,47.4,0,81.0,6.1,97.0,0.1,8569.776998000001,,3.8,3.8,0.7490000000000001,15.8,11.4093619865642,2.15,95.6,,,,364.639759457794,,,117151.0
1044,grenada,2013,Developing,73.3,144.0,0,8.25,780.4459281000001,97.0,0,46.5,0,98.0,6.15,97.0,0.1,7955.6159849999995,,3.8,3.8,0.746,15.8,8.863829897775199,2.17,95.6,,,,115.83618131618,,,133000.0
1045,grenada,2012,Developing,73.1,146.0,0,8.07,865.9999782,97.0,0,45.6,0,98.0,6.36,97.0,0.1,7583.1872,,3.8,3.8,0.7440000000000001,15.8,3.9368122743620497,2.19,96.0,,,,71.2916241406112,,,129912.0
1046,grenada,2011,Developing,72.9,15.0,0,7.84,11.56715633,94.0,0,44.7,0,95.0,6.35,95.0,0.1,741.48438,,3.8,3.8,0.741,15.8,5.4771539371500095,2.22,95.9,,,,112.64466583927499,,,120855.0
1047,grenada,2010,Developing,72.6,154.0,0,7.91,145.84019980000002,97.0,0,43.9,0,94.0,6.41,97.0,0.1,7365.666659,,3.8,3.8,0.0,15.8,7.83655279406733,2.24,95.6,,,,318.639203205417,,,121946.0
1048,grenada,2009,Developing,72.4,158.0,0,8.42,146.4384488,99.0,0,43.1,0,99.0,6.24,99.0,0.1,7395.88125,,3.8,3.8,0.0,15.6,13.296980855187499,2.26,95.4,,,,433.220862576021,,,114424.0
1049,grenada,2008,Developing,72.1,162.0,0,8.92,754.9597129,99.0,0,42.4,0,99.0,5.76,99.0,0.1,7946.944345999999,,3.8,3.9,0.0,15.4,16.3240308783059,2.28,95.2,,,,301.54755762650296,,,60022.0
1050,grenada,2007,Developing,71.9,164.0,0,9.06,95.19375921,96.0,0,41.8,0,96.0,5.88,96.0,0.1,7322.596862,,3.9,3.9,0.0,15.3,20.635057643949303,2.3,94.9,,,,248.02738047901798,,,51381.0
1051,grenada,2006,Developing,71.7,167.0,0,9.06,662.2663687,91.0,0,41.1,0,91.0,5.99,91.0,0.1,6764.722867,,3.9,3.9,0.0,15.1,12.8505885898894,2.32,94.7,,,,255.49635925726298,,,46193.0
1052,grenada,2005,Developing,71.5,169.0,0,8.8,119.55486940000002,99.0,0,4.5,0,99.0,5.5,99.0,0.1,6754.512393000001,,3.9,4.0,0.0,14.9,10.089175508833598,2.34,94.5,,,,502.574965594836,,,46858.0
1053,grenada,2004,Developing,73.0,187.0,0,8.43,100.965873,83.0,0,39.9,0,84.0,5.24,83.0,0.1,5836.17763,,4.0,4.0,0.0,14.8,10.8516634498011,2.37,94.2,,,,149.501187206817,,,43313.0
1054,grenada,2003,Developing,71.1,173.0,0,9.75,77.9454329,97.0,0,39.4,0,98.0,5.89,97.0,0.1,5773.73577,,4.0,4.1,0.0,14.6,15.086952546505302,2.41,94.0,,,,103.64886046797,,,42293.0
1055,grenada,2002,Developing,79.0,176.0,0,10.71,513.3465408,98.0,0,38.8,0,98.0,6.67,98.0,0.1,5292.232379,,4.1,4.1,0.0,14.4,10.084243048079,2.46,93.8,,,,98.6162868076963,,,7553.0
1056,grenada,2001,Developing,77.0,178.0,0,9.61,81.11355954,96.0,0,38.2,0,96.0,7.67,96.0,0.1,519.958715,,4.2,4.2,0.0,14.3,11.2880784953423,2.51,93.5,,,,109.34730565771099,,,6414.0
1057,grenada,2000,Developing,74.0,182.0,0,9.4,676.5453878,,0,37.7,0,97.0,6.62,97.0,0.1,5117.5899229999995,,4.3,4.2,0.0,14.1,7.19311842194662,2.58,93.3,,,,164.05240379288202,,,4300.0
1058,guatemala,2015,Developing,71.9,186.0,10,,0.0,74.0,0,5.6,12,9.0,,74.0,0.4,3923.573344,16252429.0,1.2,1.2,0.637,10.7,1.8434494190289599,3.03,93.2,,,,25.3063716534262,,,18121390.0
1059,guatemala,2014,Developing,71.7,187.0,10,1.88,657.5282797,73.0,0,49.9,13,65.0,6.2,73.0,0.4,3687.7637670000004,15923559.0,1.2,1.2,0.614,10.7,1.9852160510961598,3.09,92.8,,48.3,,17.5743092244395,,,16911811.0
1060,guatemala,2013,Developing,71.4,189.0,11,1.93,582.1469582999999,85.0,0,49.3,13,84.0,6.3,85.0,0.4,3452.8289340000006,15596214.0,1.2,1.2,0.611,10.7,2.51274452150667,3.15,92.3,,,,31.8418636699867,,,21716357.0
1061,guatemala,2012,Developing,71.3,189.0,11,2.02,484.7187892,96.0,0,48.6,13,94.0,6.33,96.0,0.4,3299.65139,1527156.0,1.2,1.2,0.616,10.6,2.50779326351623,3.22,91.8,,,,19.965584900025302,,,20787080.0
1062,guatemala,2011,Developing,71.1,193.0,11,2.16,457.77458449999995,88.0,0,47.9,14,88.0,6.28,88.0,0.4,3187.845296,14948919.0,1.2,1.2,0.609,10.5,2.3914894608347903,3.29,91.3,,,,23.652061460989103,2.02,,19479105.0
1063,guatemala,2010,Developing,77.0,196.0,12,2.14,443.32482539999995,94.0,0,47.2,14,94.0,6.64,94.0,0.4,2825.5247,1463417.0,1.3,1.3,0.602,10.5,2.0455707189986003,3.38,90.8,,,,27.481103071675502,,,18067970.0
1064,guatemala,2009,Developing,76.0,198.0,12,2.14,445.44233710000003,92.0,0,46.5,15,92.0,6.79,92.0,0.4,2635.7534739999996,1431628.0,1.3,1.3,0.596,10.4,1.8457092180576202,3.47,90.4,,,,26.582355853520898,,,17307459.0
1065,guatemala,2008,Developing,79.0,19.0,13,2.21,472.2234994,95.0,0,45.9,15,96.0,6.65,95.0,0.4,2794.22189,146366.0,1.3,1.3,0.589,10.4,1.91920669017113,3.58,89.9,,,,38.518029007824104,,187.0,14948640.0
1066,guatemala,2007,Developing,75.0,192.0,13,2.4,380.96324289999995,85.0,0,45.2,16,85.0,6.86,85.0,0.4,2489.955836,137286.0,1.3,1.3,0.578,10.1,2.51867996258015,3.7,89.4,,,,33.9429853593492,,186.0,11897563.0
1067,guatemala,2006,Developing,69.7,24.0,14,2.38,352.0244894,89.0,0,44.5,17,9.0,7.7,89.0,0.4,2256.56724,133978.0,1.4,1.4,0.57,9.8,2.10146787803286,3.83,88.9,,54.6,,37.371742078163,1.75,185.0,7178745.0
1068,guatemala,2005,Developing,69.2,28.0,14,2.35,41.50845637,87.0,0,43.8,18,87.0,6.79,87.0,0.4,277.83437999999995,139628.0,1.4,1.4,0.5670000000000001,9.6,1.98446406394339,3.97,88.4,,,,20.5772323475735,,185.0,4510067.0
1069,guatemala,2004,Developing,69.6,21.0,15,2.4,288.4016258,,0,43.1,18,88.0,6.77,87.0,0.4,1872.73783,12796925.0,1.4,1.4,0.564,9.3,1.34110703652089,4.11,87.8,,,,18.2473519620406,2.04,183.0,3168256.0
1070,guatemala,2003,Developing,69.4,24.0,15,2.45,249.32629480000003,,0,42.4,19,84.0,6.88,84.0,0.4,1753.349471,125478.0,1.4,1.4,0.56,9.0,0.0889183493778284,4.25,87.3,,,,20.744006553876897,2.17,176.0,2034776.0
